GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD,NAME,AGE_VA,OBP,OPS,BARREL,BARREL%
2020,78288,126,389,339,0.301,102,3,130,0.383,0,29,44,0,16,7,최재훈,30,0.3828125,0.7658125,3.0,0.00885
2020,78513,143,628,562,0.279,157,26,271,0.482,3,52,79,0,8,21,전준우,34,0.3472,0.8292,21.0,0.03737
2020,78548,130,455,400,0.278,111,13,165,0.413,6,38,64,0,1,15,장성우,30,0.337078652,0.750078652,10.0,0.025
2020,78603,85,351,303,0.33,100,1,122,0.403,5,40,43,0,2,12,김선빈,30,0.405714286,0.808714286,3.0,0.0099
2020,78629,137,556,468,0.291,136,17,208,0.444,6,64,114,1,18,6,나지완,35,0.392086331,0.836086331,17.0,0.03632
2020,78643,52,107,91,0.22,20,5,39,0.429,0,15,29,0,0,2,백용환,31,0.330188679,0.759188679,4.0,0.04396
2020,78756,93,222,197,0.234,46,2,56,0.284,0,16,39,0,3,10,오선진,31,0.300925926,0.584925926,2.0,0.01015
2020,78813,62,149,136,0.301,41,2,61,0.449,2,8,22,1,1,5,모창민,35,0.340136054,0.789136054,5.0,0.03676
2020,79109,141,591,527,0.3,158,10,243,0.461,5,45,116,1,9,4,오지환,30,0.361774744,0.822774744,18.0,0.03416
2020,79150,134,371,328,0.247,81,4,111,0.338,2,29,63,0,3,6,정주현,29,0.312154696,0.650154696,6.0,0.01829
2020,79192,109,464,416,0.293,122,15,188,0.452,7,32,69,1,9,12,채은성,30,0.351293103,0.803293103,16.0,0.03846
2020,79215,129,551,487,0.304,148,14,230,0.472,7,42,65,2,12,9,박건우,29,0.368613139,0.840613139,24.0,0.04928
2020,79231,141,559,490,0.298,146,5,194,0.396,5,55,56,3,2,10,정수빈,29,0.367753623,0.763753623,8.0,0.01633
2020,79240,117,487,437,0.332,145,7,193,0.442,7,35,28,2,5,10,허경민,29,0.382231405,0.824231405,2.0,0.00458
2020,79290,46,94,86,0.233,20,3,30,0.349,1,6,21,2,1,2,국해성,30,0.287234043,0.636234043,3.0,0.03488
2020,79334,11,37,31,0.129,4,0,4,0.129,1,4,7,0,1,3,장영석,30,0.243243243,0.372243243,0.0,0.0
2020,79365,112,372,324,0.25,81,12,138,0.426,2,38,68,0,6,10,박동원,30,0.337837838,0.763837838,13.0,0.04012
2020,79402,120,471,404,0.304,123,5,162,0.401,2,55,55,1,8,16,김상수,30,0.396588486,0.797588486,5.0,0.01238
2020,79456,101,289,262,0.309,81,0,95,0.363,1,19,28,1,4,8,이지영,34,0.363636364,0.726636364,0.0,0.0
2020,79608,124,460,412,0.286,118,8,170,0.413,2,35,47,2,7,11,안치홍,30,0.350877193,0.763877193,3.0,0.00728
2020,79705,15,25,18,0.167,3,0,4,0.222,1,3,6,0,1,2,김회성,34,0.304347826,0.526347826,0.0,0.0
2021,50054,25,28,25,0.2,5,0,5,0.2,0,1,5,0,2,0,천성호,23,0.285714286,0.485714286,1.0,0.04
2021,50165,51,205,185,0.243,45,8,78,0.422,0,18,43,0,2,2,라모스,26,0.317073171,0.739073171,11.0,0.05946
2021,50167,14,19,16,0.125,2,0,2,0.125,0,1,7,0,1,0,이주형,20,0.222222222,0.347222222,,
2021,50202,33,24,20,0.1,2,0,2,0.1,0,2,2,0,0,0,안권수,28,0.181818182,0.281818182,0.0,0.0
2021,50357,22,56,47,0.106,5,0,7,0.149,0,9,21,0,0,1,박주홍,20,0.25,0.399,1.0,0.02128
2021,50458,68,196,172,0.267,46,1,54,0.314,3,13,21,0,0,0,김지찬,20,0.313829787,0.627829787,,
2021,50506,68,274,231,0.277,64,4,90,0.39,5,37,34,1,1,5,마차도,29,0.372262774,0.762262774,3.0,0.01299
2021,50657,12,21,20,0.2,4,0,4,0.2,0,1,4,0,0,0,박민,20,0.238095238,0.438095238,,
2021,50704,31,115,103,0.155,16,1,24,0.233,0,9,41,0,1,1,임종찬,19,0.230088496,0.463088496,2.0,0.01942
2021,50707,9,24,22,0.182,4,2,10,0.455,1,1,5,0,0,0,최인호,21,0.208333333,0.663333333,3.0,0.13636
2021,50709,33,120,107,0.196,21,0,25,0.234,1,9,32,0,0,1,박정현,19,0.256410256,0.490410256,,
2021,50854,72,290,240,0.263,63,4,89,0.371,3,38,34,0,5,4,최지훈,23,0.370629371,0.741629371,3.0,0.0125
2021,50923,73,291,257,0.28,72,18,137,0.533,3,24,81,1,7,3,알테어,30,0.35395189,0.88695189,15.0,0.05837
2021,51003,44,66,50,0.24,12,1,19,0.38,0,15,22,0,0,0,권동진,22,0.415384615,0.795384615,,
2021,51004,60,250,225,0.271,61,7,91,0.404,2,22,50,0,1,9,알몬테,32,0.336,0.74,9.0,0.04
2021,51005,11,39,33,0.212,7,0,8,0.242,0,6,6,1,0,0,김건형,24,0.333333333,0.575333333,,
2021,51100,27,38,35,0.343,12,1,16,0.457,0,2,10,0,0,0,이영빈,19,0.378378378,0.835378378,1.0,0.02857
2021,51203,52,144,131,0.275,36,2,52,0.397,3,7,35,0,3,3,안재석,19,0.319444444,0.716444444,1.0,0.00763
2021,51324,43,148,139,0.259,36,2,52,0.374,1,7,29,0,1,7,프레이타스,32,0.297297297,0.671297297,4.0,0.02878
2021,51344,18,60,42,0.167,7,1,11,0.262,1,12,17,0,2,0,김휘집,19,0.368421053,0.630421053,1.0,0.02381
2021,51463,80,361,324,0.312,101,20,177,0.546,2,30,45,1,5,3,피렐라,31,0.376731302,0.922731302,11.0,0.03395
2021,51551,23,75,66,0.227,15,1,20,0.303,1,8,21,0,0,0,나승엽,19,0.306666667,0.609666667,2.0,0.0303
2021,51706,9,27,21,0.143,3,0,3,0.143,0,3,10,0,1,1,장지승,23,0.28,0.423,,
2021,51725,67,268,249,0.257,64,7,98,0.394,1,16,58,0,2,6,힐리,29,0.305970149,0.699970149,4.0,0.01606
2021,51817,75,319,251,0.255,64,13,114,0.454,3,56,69,1,9,6,추신수,38,0.404388715,0.858388715,12.0,0.04781
2021,60343,14,44,39,0.231,9,0,12,0.308,1,1,9,0,1,0,이해창,34,0.261904762,0.569904762,1.0,0.02564
2021,60523,71,316,279,0.333,93,9,136,0.487,1,34,45,2,1,3,정훈,33,0.406349206,0.893349206,4.0,0.01434
2021,60558,67,127,119,0.252,30,4,46,0.387,0,8,32,0,0,3,오태곤,29,0.299212598,0.686212598,4.0,0.03361
2021,61102,69,247,221,0.253,56,5,81,0.367,2,16,36,0,7,7,유강남,28,0.321138211,0.688138211,6.0,0.02715
2021,61186,59,195,167,0.216,36,2,49,0.293,1,23,22,0,3,10,이천웅,32,0.319587629,0.612587629,3.0,0.01796
2021,61197,23,38,36,0.333,12,1,18,0.5,0,1,7,0,1,0,최영진,33,0.368421053,0.868421053,0.0,0.0
2021,61208,47,167,145,0.228,33,0,42,0.29,2,15,22,1,1,5,정진호,32,0.300613497,0.590613497,1.0,0.0069
2021,61353,44,104,94,0.255,24,0,27,0.287,2,8,15,0,0,3,고종욱,32,0.307692308,0.594692308,2.0,0.02128
2021,61404,67,190,167,0.305,51,3,68,0.407,1,17,19,0,4,6,김헌곤,32,0.380952381,0.787952381,3.0,0.01796
2021,61554,42,134,108,0.213,23,1,32,0.296,2,16,35,0,8,3,김민하,32,0.350746269,0.646746269,1.0,0.00926
2021,61700,12,26,22,0.136,3,0,3,0.136,0,4,10,0,0,0,강경학,28,0.269230769,0.405230769,0.0,0.0
2021,61743,16,31,29,0.207,6,1,10,0.345,0,2,9,0,0,1,오준혁,29,0.258064516,0.603064516,1.0,0.03448
2021,61869,28,76,71,0.197,14,2,23,0.324,0,3,16,0,0,0,정진기,28,0.22972973,0.55372973,0.0,0.0
2021,62025,31,69,65,0.231,15,0,17,0.262,1,1,11,0,1,1,이원재,32,0.25,0.512,1.0,0.01538
2021,62234,37,130,112,0.259,29,0,32,0.286,2,11,16,0,4,3,류지혁,27,0.341085271,0.627085271,0.0,0.0
2021,62244,33,105,87,0.241,21,0,25,0.287,1,12,14,0,4,2,박세혁,31,0.355769231,0.642769231,1.0,0.01149
2021,62265,8,25,21,0.143,3,0,4,0.19,0,3,5,0,1,1,유민상,32,0.28,0.47,0.0,0.0
2021,62332,15,21,20,0.15,3,0,5,0.25,0,1,4,0,0,0,김재현,28,0.19047619,0.44047619,0.0,0.0
2021,62404,76,336,296,0.28,83,11,139,0.47,7,30,55,2,2,6,구자욱,28,0.343283582,0.813283582,9.0,0.03041
2021,62415,77,327,275,0.302,83,4,111,0.404,4,38,46,2,2,0,박해민,31,0.385579937,0.789579937,4.0,0.01455
2021,62556,41,108,90,0.2,18,0,22,0.244,0,13,25,0,2,2,신본기,32,0.314285714,0.558285714,1.0,0.01111
2021,62558,47,131,111,0.207,23,4,40,0.36,2,17,35,0,1,2,김준태,26,0.312977099,0.672977099,4.0,0.03604
2021,62700,75,324,287,0.282,81,4,116,0.404,0,31,74,0,5,3,하주석,27,0.362229102,0.766229102,4.0,0.01394
2021,62864,51,154,123,0.228,28,2,40,0.325,1,29,29,1,0,2,김민식,32,0.37254902,0.69754902,0.0,0.0
2021,62884,5,17,16,0.25,4,0,6,0.375,0,0,4,0,0,1,최항,27,0.25,0.625,0.0,0.0
2021,62895,73,284,238,0.261,62,13,113,0.475,4,32,60,2,9,5,한유섬,31,0.363957597,0.838957597,7.0,0.02941
2021,62907,50,215,180,0.261,47,1,61,0.339,2,22,23,0,7,4,박민우,28,0.360189573,0.699189573,0.0,0.0
2021,62908,6,19,17,0.176,3,0,3,0.176,0,1,3,0,1,1,황윤호,27,0.263157895,0.439157895,0.0,0.0
2021,62925,55,209,183,0.262,48,4,72,0.393,1,18,33,1,6,8,강진성,27,0.346153846,0.739153846,2.0,0.01093
2021,62931,66,245,207,0.324,67,6,97,0.469,2,30,58,0,3,2,노진혁,31,0.41322314,0.88222314,4.0,0.01932
2021,62947,74,338,303,0.29,88,17,157,0.518,2,23,68,2,10,4,나성범,31,0.357988166,0.875988166,21.0,0.06931
2021,63123,47,167,150,0.227,34,2,47,0.313,0,11,36,1,2,3,강승호,27,0.288343558,0.601343558,1.0,0.00667
2021,63202,54,149,128,0.234,30,2,41,0.32,0,13,36,0,4,0,장승현,27,0.324137931,0.644137931,1.0,0.00781
2021,63257,70,251,200,0.275,55,5,82,0.41,2,44,36,0,1,7,김인태,27,0.4048583,0.8148583,3.0,0.015
2021,63260,31,46,39,0.179,7,0,8,0.205,0,6,9,0,0,0,이우성,26,0.288888889,0.493888889,1.0,0.02564
2021,63440,52,107,92,0.25,23,2,31,0.337,0,10,24,0,3,2,이흥련,32,0.342857143,0.679857143,1.0,0.01087
2021,63450,36,86,68,0.279,19,0,25,0.368,0,9,15,0,4,2,정현,27,0.395061728,0.763061728,0.0,0.0
2021,63634,30,55,52,0.154,8,1,11,0.212,1,2,27,1,0,3,이홍구,30,0.181818182,0.393818182,1.0,0.01923
2021,63700,49,169,144,0.278,40,0,48,0.333,2,17,40,0,3,3,장운호,27,0.361445783,0.694445783,0.0,0.0
2021,63704,35,119,104,0.183,19,1,25,0.24,0,12,34,0,1,1,노수광,30,0.273504274,0.513504274,0.0,0.0
2021,63722,45,128,108,0.222,24,1,31,0.287,0,15,31,0,1,2,한승택,27,0.322580645,0.609580645,1.0,0.00926
2021,63905,10,26,25,0.4,10,3,19,0.76,0,1,6,0,0,0,윤형준,27,0.423076923,1.183076923,1.0,0.04
2021,63963,55,171,133,0.263,35,8,62,0.466,3,29,24,1,5,4,권희동,30,0.405882353,0.871882353,8.0,0.06015
2021,64004,38,95,81,0.284,23,0,27,0.333,0,12,17,0,1,1,김민혁,25,0.382978723,0.715978723,1.0,0.01235
2021,64006,74,243,218,0.271,59,4,88,0.404,3,16,38,0,3,0,심우준,26,0.325,0.729,1.0,0.00459
2021,64007,42,85,78,0.231,18,2,30,0.385,0,5,27,0,2,1,문상철,30,0.294117647,0.679117647,2.0,0.02564
2021,64012,65,45,35,0.171,6,0,6,0.171,0,10,16,0,0,0,송민섭,29,0.355555556,0.526555556,,
2021,64014,33,69,51,0.294,15,5,33,0.647,0,13,15,0,3,0,김병희,30,0.462686567,1.109686567,1.0,0.01961
2021,64101,16,26,21,0.286,6,0,10,0.476,1,3,7,0,1,1,한석현,27,0.384615385,0.860615385,,
2021,64153,74,311,279,0.28,78,16,139,0.498,3,27,73,0,2,7,양석환,29,0.344051447,0.842051447,13.0,0.04659
2021,64166,75,316,270,0.278,75,5,107,0.396,3,37,62,1,4,5,배정대,26,0.369426752,0.765426752,4.0,0.01481
2021,64213,42,71,61,0.311,19,0,22,0.361,1,8,12,0,1,0,최용제,29,0.394366197,0.755366197,1.0,0.01639
2021,64266,7,22,19,0.211,4,0,5,0.263,0,2,8,0,1,0,이성곤,29,0.318181818,0.581181818,0.0,0.0
2021,64340,11,19,16,0.188,3,0,3,0.188,0,2,8,0,1,0,임지열,25,0.315789474,0.503789474,0.0,0.0
2021,64407,50,57,47,0.213,10,0,11,0.234,0,6,8,0,2,0,김호재,26,0.327272727,0.561272727,,
2021,64468,49,123,109,0.266,29,2,41,0.376,0,10,27,0,3,2,박계범,25,0.344262295,0.720262295,2.0,0.01835
2021,64469,19,55,51,0.235,12,2,20,0.392,0,3,13,0,1,1,송준석,27,0.290909091,0.682909091,1.0,0.01961
2021,64501,43,73,62,0.226,14,1,19,0.306,0,10,27,0,0,1,배성근,26,0.333333333,0.639333333,,
2021,64504,33,76,69,0.232,16,2,29,0.42,0,7,21,1,0,2,오윤석,29,0.302631579,0.722631579,2.0,0.02899
2021,64560,54,171,144,0.229,33,0,41,0.285,3,21,29,0,1,6,이창진,30,0.325443787,0.610443787,3.0,0.02083
2021,64610,73,183,158,0.253,40,0,43,0.272,2,20,42,0,0,4,강한울,29,0.333333333,0.605333333,0.0,0.0
2021,64646,63,242,211,0.251,53,1,69,0.327,3,24,39,0,0,3,박찬호,26,0.323529412,0.650529412,2.0,0.00948
2021,64657,15,33,24,0.125,3,0,6,0.25,0,7,7,0,2,0,박준태,29,0.363636364,0.613636364,0.0,0.0
2021,64717,41,114,102,0.216,22,4,39,0.382,0,9,33,0,3,4,지시완,27,0.298245614,0.680245614,2.0,0.01961
2021,64793,32,68,59,0.288,17,3,30,0.508,1,5,8,0,1,2,김민수,30,0.348484848,0.856484848,2.0,0.0339
2021,64868,74,302,243,0.255,62,0,71,0.292,3,52,40,0,2,4,조용호,31,0.386666667,0.678666667,,
2021,64906,16,50,45,0.244,11,0,13,0.289,0,3,6,0,0,1,강민국,29,0.291666667,0.580666667,,
2021,64984,53,230,210,0.305,64,0,75,0.357,1,15,31,1,0,3,김태진,25,0.349557522,0.706557522,2.0,0.00952
2021,65040,25,67,63,0.206,13,1,20,0.317,0,2,14,0,1,0,김태훈,25,0.242424242,0.559424242,1.0,0.01587
2021,65132,37,56,51,0.118,6,1,12,0.235,0,4,11,0,1,1,김재성,24,0.196428571,0.431428571,2.0,0.03922
2021,65207,24,22,18,0.167,3,0,3,0.167,0,4,3,0,0,0,신민재,25,0.318181818,0.485181818,,
2021,65304,6,18,18,0.278,5,0,8,0.444,0,0,6,0,0,0,김은성,28,0.277777778,0.721777778,,
2021,65362,69,282,250,0.296,74,3,104,0.416,1,28,49,1,2,4,송우현,24,0.370106762,0.786106762,6.0,0.024
2021,65399,24,41,36,0.139,5,0,5,0.139,0,5,7,0,0,1,허정협,31,0.243902439,0.382902439,1.0,0.02778
2021,65506,41,72,66,0.348,23,1,29,0.439,0,5,10,0,1,1,김재유,28,0.402777778,0.841777778,0.0,0.0
2021,65514,19,31,26,0.077,2,1,6,0.231,1,4,10,0,0,1,강태율,24,0.193548387,0.424548387,1.0,0.03846
2021,65515,21,35,33,0.121,4,2,10,0.303,0,2,18,0,0,0,강로한,29,0.171428571,0.474428571,0.0,0.0
2021,65586,69,179,148,0.196,29,4,48,0.324,0,24,57,0,4,0,전병우,28,0.323863636,0.647863636,3.0,0.02027
2021,65610,34,126,117,0.239,28,4,44,0.376,3,5,26,0,0,2,황대인,25,0.264,0.64,4.0,0.03419
2021,65653,36,102,82,0.256,21,4,35,0.427,0,13,26,0,5,1,김호령,29,0.39,0.817,3.0,0.03659
2021,65703,14,22,20,0.2,4,0,4,0.2,0,1,7,0,0,0,이도윤,24,0.238095238,0.438095238,,
2021,65898,55,195,162,0.247,40,4,62,0.383,2,24,51,1,6,1,김웅빈,25,0.360824742,0.743824742,6.0,0.03704
2021,66108,75,341,269,0.338,91,3,118,0.439,1,61,44,2,10,4,홍창기,27,0.475073314,0.914073314,6.0,0.0223
2021,66209,56,68,55,0.273,15,0,18,0.327,0,12,17,0,1,0,조수행,27,0.411764706,0.738764706,,
2021,66606,73,345,305,0.302,92,1,119,0.39,3,29,35,0,5,1,최원준,24,0.368421053,0.758421053,1.0,0.00328
2021,66614,35,30,25,0.12,3,0,4,0.16,0,5,11,0,0,0,김규성,24,0.266666667,0.426666667,0.0,0.0
2021,66657,13,42,35,0.229,8,2,18,0.514,0,3,19,0,4,0,이진영,23,0.357142857,0.871142857,1.0,0.02857
2021,66702,9,22,19,0.211,4,0,5,0.263,0,1,3,0,0,1,이동훈,24,0.25,0.513,,
2021,66710,19,34,28,0.107,3,0,3,0.107,0,5,7,0,0,0,강상원,24,0.242424242,0.349424242,,
2021,66838,33,99,86,0.209,18,1,25,0.291,4,7,23,0,2,1,김동엽,30,0.272727273,0.563727273,1.0,0.01163
2021,66917,47,88,75,0.213,16,1,23,0.307,0,7,18,0,2,1,김찬형,23,0.297619048,0.604619048,1.0,0.01333
2021,66928,53,135,119,0.218,26,6,48,0.403,2,11,43,0,2,5,박준영,23,0.291044776,0.694044776,4.0,0.03361
2021,66965,25,43,41,0.146,6,1,9,0.22,0,1,8,0,1,2,도태훈,28,0.186046512,0.406046512,0.0,0.0
2021,67304,80,366,323,0.294,95,3,119,0.368,5,38,60,1,0,3,김혜성,22,0.363387978,0.731387978,4.0,0.01238
2021,67341,79,356,296,0.345,102,3,149,0.503,5,51,22,1,4,7,이정후,22,0.441011236,0.944011236,5.0,0.01689
2021,67504,45,149,133,0.248,33,2,48,0.361,1,13,39,0,0,3,김민수,23,0.31292517,0.67392517,2.0,0.01504
2021,67644,37,147,125,0.248,31,2,42,0.336,0,19,33,0,3,3,이정훈,26,0.360544218,0.696544218,3.0,0.024
2021,67872,78,336,279,0.24,67,18,128,0.459,3,52,60,1,2,7,로맥,35,0.360119048,0.819119048,13.0,0.04659
2021,67893,72,217,188,0.277,52,1,67,0.356,0,21,33,0,1,1,박성한,23,0.352380952,0.708380952,0.0,0.0
2021,68050,75,329,271,0.395,107,10,157,0.579,3,55,45,7,0,4,강백호,21,0.492401216,1.071401216,5.0,0.01845
2021,68305,21,29,26,0.192,5,0,6,0.231,2,1,7,0,0,0,변상권,24,0.206896552,0.437896552,0.0,0.0
2021,68346,13,44,41,0.22,9,2,17,0.415,1,2,17,0,0,2,김수환,23,0.25,0.665,1.0,0.02439
2021,68362,47,157,136,0.294,40,4,61,0.449,0,17,28,0,2,3,추재현,22,0.380645161,0.829645161,5.0,0.03676
2021,68507,16,30,28,0.214,6,0,8,0.286,0,2,9,0,0,0,장두성,21,0.266666667,0.552666667,,
2021,68518,10,18,17,0.294,5,0,5,0.294,0,1,2,0,0,1,정보근,21,0.333333333,0.627333333,0.0,0.0
2021,68525,63,259,221,0.24,53,10,92,0.416,0,35,57,1,2,13,한동희,22,0.348837209,0.764837209,13.0,0.05882
2021,68743,79,348,281,0.302,85,4,121,0.431,0,65,57,1,0,6,정은원,21,0.433526012,0.864526012,4.0,0.01423
2021,69100,62,26,23,0.13,3,0,5,0.217,1,1,6,0,1,0,구본혁,24,0.192307692,0.409307692,0.0,0.0
2021,69102,46,167,137,0.27,37,7,67,0.489,2,27,30,0,0,4,문보경,20,0.385542169,0.874542169,6.0,0.0438
2021,69209,71,319,272,0.331,90,10,130,0.478,5,39,19,2,3,12,페르난데스,33,0.413793103,0.891793103,6.0,0.02206
2021,69418,24,24,21,0.143,3,1,6,0.286,0,2,2,0,1,1,박승규,20,0.25,0.536,0.0,0.0
2021,69453,39,114,102,0.265,27,3,43,0.422,0,10,37,0,1,2,이학주,30,0.336283186,0.758283186,2.0,0.01961
2021,69508,23,47,41,0.244,10,1,15,0.366,1,3,4,0,2,2,신용수,25,0.319148936,0.685148936,,
2021,69652,66,297,256,0.246,63,5,93,0.363,1,36,34,1,4,8,터커,31,0.346801347,0.709801347,7.0,0.02734
2021,69705,30,96,84,0.238,20,4,41,0.488,2,8,34,0,2,3,조한민,20,0.3125,0.8005,1.0,0.0119
2021,69706,22,69,56,0.161,9,0,9,0.161,2,10,19,0,1,1,허관회,22,0.289855072,0.450855072,,
2021,69737,76,321,274,0.263,72,13,121,0.442,2,45,82,5,0,10,노시환,20,0.364485981,0.806485981,12.0,0.0438
2021,69766,34,112,98,0.143,14,1,22,0.224,2,8,39,0,2,2,유장혁,21,0.218181818,0.442181818,1.0,0.0102
2021,69992,8,21,19,0.158,3,0,3,0.158,0,0,1,0,0,0,최정원,21,0.157894737,0.315894737,,
2021,71564,51,218,196,0.291,57,10,91,0.464,2,19,22,2,1,7,이대호,39,0.353211009,0.817211009,4.0,0.02041
2021,71837,68,165,144,0.25,36,6,63,0.438,1,12,30,1,5,2,김강민,38,0.327160494,0.765160494,3.0,0.02083
2021,72443,40,180,148,0.203,30,6,50,0.338,0,29,28,5,3,7,최형우,37,0.344444444,0.682444444,6.0,0.04054
2021,73113,62,155,139,0.173,24,6,48,0.345,0,13,46,1,2,4,박경수,37,0.253246753,0.598246753,6.0,0.04317
2021,73136,45,138,117,0.205,24,1,35,0.299,2,18,36,0,1,2,이성열,36,0.311594203,0.610594203,1.0,0.00855
2021,73209,19,32,31,0.161,5,0,5,0.161,1,0,12,0,0,2,나주환,37,0.15625,0.31725,1.0,0.03226
2021,73306,28,43,34,0.147,5,0,6,0.176,1,6,12,0,2,0,지석훈,37,0.302325581,0.478325581,0.0,0.0
2021,74163,75,299,245,0.286,70,0,90,0.367,2,45,30,1,3,1,이용규,35,0.4,0.767,,
2021,74206,43,139,119,0.235,28,1,36,0.303,0,15,19,0,1,5,김재호,36,0.325925926,0.628925926,1.0,0.0084
2021,74339,52,150,123,0.301,37,1,48,0.39,1,22,12,4,4,5,유한준,40,0.42,0.81,1.0,0.00813
2021,74465,59,205,171,0.257,44,10,82,0.48,2,27,43,1,2,8,박석민,36,0.361386139,0.841386139,9.0,0.05263
2021,74540,70,270,241,0.324,78,11,122,0.506,4,23,31,3,2,7,강민호,35,0.381481481,0.887481481,6.0,0.0249
2021,75125,60,264,219,0.228,50,10,93,0.425,5,31,69,1,9,4,박병호,35,0.340909091,0.765909091,10.0,0.04566
2021,75151,51,158,146,0.226,33,7,56,0.384,1,11,34,1,0,5,정의윤,34,0.278481013,0.662481013,5.0,0.03425
2021,75334,59,239,210,0.276,58,12,106,0.505,3,26,58,4,0,3,오재일,34,0.351464435,0.856464435,7.0,0.03333
2021,75566,71,259,217,0.263,57,7,92,0.424,5,31,41,0,6,6,이원석,34,0.362934363,0.786934363,4.0,0.01843
2021,75847,74,305,241,0.299,72,20,144,0.598,5,45,54,0,14,3,최정,34,0.429508197,1.027508197,14.0,0.05809
2021,76100,29,43,34,0.235,8,0,8,0.235,0,8,14,0,1,2,이병규,37,0.395348837,0.630348837,0.0,0.0
2021,76232,73,302,250,0.348,87,20,166,0.664,4,42,30,3,6,5,양의지,34,0.447019868,1.111019868,8.0,0.032
2021,76249,10,41,36,0.167,6,0,9,0.25,0,4,10,0,0,1,민병헌,34,0.25,0.5,1.0,0.02778
2021,76267,60,236,205,0.254,52,10,90,0.439,1,23,40,2,7,3,최주환,33,0.347457627,0.786457627,11.0,0.05366
2021,76290,73,315,267,0.288,77,12,125,0.468,5,41,26,3,2,5,김현수,33,0.380952381,0.848952381,16.0,0.05993
2021,76313,48,207,184,0.315,58,7,87,0.473,0,22,35,0,1,5,황재균,33,0.391304348,0.864304348,3.0,0.0163
2021,76720,19,23,19,0.211,4,1,8,0.421,0,2,4,0,1,2,정범모,34,0.318181818,0.739181818,0.0,0.0
2021,76802,67,182,149,0.282,42,4,61,0.409,4,26,15,0,0,5,김성현,34,0.379888268,0.788888268,1.0,0.00671
2021,76812,72,216,192,0.297,57,3,79,0.411,0,20,30,2,2,6,이재원,33,0.369158879,0.780158879,5.0,0.02604
2021,76849,56,232,191,0.293,56,2,74,0.387,0,37,27,0,1,2,이명기,33,0.410480349,0.797480349,1.0,0.00524
2021,77243,25,55,44,0.25,11,2,18,0.409,0,4,7,0,1,2,허도환,36,0.326530612,0.735530612,0.0,0.0
2021,77248,40,75,68,0.176,12,0,15,0.221,1,6,18,0,0,3,오재원,36,0.24,0.461,0.0,0.0
2021,77532,75,342,302,0.315,95,1,112,0.371,0,38,38,2,1,7,손아섭,33,0.392961877,0.763961877,3.0,0.00993
2021,77564,71,264,221,0.199,44,5,70,0.317,3,29,41,1,5,5,김민성,32,0.302325581,0.619325581,6.0,0.02715
2021,78122,50,148,125,0.232,29,4,46,0.368,0,13,16,0,5,2,김태군,31,0.328671329,0.696671329,2.0,0.016
2021,78135,49,176,147,0.218,32,8,63,0.429,0,26,35,1,3,7,이형종,32,0.346590909,0.775590909,6.0,0.04082
2021,78168,76,333,278,0.259,72,4,98,0.353,3,45,44,2,6,9,서건창,31,0.370481928,0.723481928,4.0,0.01439
2021,78217,54,31,21,0.143,3,0,5,0.238,0,6,3,0,0,1,김용의,35,0.333333333,0.571333333,0.0,0.0
2021,78224,68,289,236,0.271,64,16,120,0.508,2,48,62,1,3,3,김재환,32,0.397923875,0.905923875,13.0,0.05508
2021,78288,63,243,195,0.226,44,4,63,0.323,0,39,37,1,5,8,최재훈,31,0.368200837,0.691200837,2.0,0.01026
2021,78361,25,32,28,0.25,7,0,7,0.25,0,4,7,0,0,0,전민수,32,0.34375,0.59375,0.0,0.0
2021,78513,77,346,293,0.328,96,4,131,0.447,5,42,32,0,5,7,전준우,35,0.414492754,0.861492754,9.0,0.03072
2021,78548,61,231,195,0.236,46,9,80,0.41,1,28,31,3,2,11,장성우,31,0.336283186,0.746283186,4.0,0.02051
2021,78603,69,307,271,0.295,80,2,103,0.38,2,33,22,1,0,7,김선빈,31,0.369281046,0.749281046,1.0,0.00369
2021,78629,20,76,61,0.164,10,0,11,0.18,1,9,22,0,5,2,나지완,36,0.315789474,0.495789474,0.0,0.0
2021,78643,8,26,21,0.095,2,1,5,0.238,0,4,4,0,1,1,백용환,32,0.269230769,0.507230769,1.0,0.04762
2021,79109,66,276,236,0.237,56,5,83,0.352,3,31,42,0,4,5,오지환,31,0.332116788,0.684116788,7.0,0.02966
2021,79150,70,207,177,0.232,41,3,58,0.328,0,23,32,0,0,4,정주현,30,0.32,0.648,2.0,0.0113
2021,79192,61,257,225,0.316,71,12,120,0.533,4,22,42,0,6,4,채은성,31,0.385214008,0.918214008,14.0,0.06222
2021,79215,59,246,216,0.338,73,2,94,0.435,3,24,32,0,3,11,박건우,30,0.406504065,0.841504065,5.0,0.02315
2021,79231,46,128,110,0.2,22,1,31,0.282,1,16,23,0,0,4,정수빈,30,0.299212598,0.581212598,1.0,0.00909
2021,79240,69,301,279,0.323,90,4,122,0.437,1,18,19,1,3,12,허경민,30,0.368770764,0.805770764,4.0,0.01434
2021,79365,73,261,219,0.265,58,16,117,0.534,1,32,69,0,6,5,박동원,31,0.372093023,0.906093023,10.0,0.04566
2021,79402,70,278,237,0.211,50,1,61,0.257,0,30,26,0,3,7,김상수,31,0.307407407,0.564407407,2.0,0.00844
2021,79456,62,135,124,0.274,34,0,38,0.306,2,7,11,1,1,5,이지영,35,0.313432836,0.619432836,0.0,0.0
